position_panda_joint1,position_panda_joint2,position_panda_joint3,position_panda_joint4,position_panda_joint5,position_panda_joint6,position_panda_joint7,velocity_panda_joint1,velocity_panda_joint2,velocity_panda_joint3,velocity_panda_joint4,velocity_panda_joint5,velocity_panda_joint6,velocity_panda_joint7,effort_panda_joint1,panda_joint2,effort_panda_joint3,effort_panda_joint4,panda_joint5,effort_panda_joint6,effort_panda_joint7,ee_state_position_x,ee_state_position_y,ee_state_position_z,ee_state_orientation_x,ee_state_orientation_y,ee_state_orientation_z,ee_state_orientation_w
-1.55818223677,1.53362479436,1.44468617901,-1.92683044403,-1.58483107193,1.72437263562,1.16372040277,0.000640333805821,-0.000392587874197,0.000540795782037,-0.00180610643085,0.000307641658602,-0.000553969821933,-8.67625471448e-06,-0.552128136158,-28.4439468384,25.6541900635,1.14201951027,0.175846889615,1.88909864426,-0.20951320231,0.555232093447,-0.223117020659,0.178419930453,-0.921816289674,0.387456999156,-0.00977186814034,0.00602598450845
-1.55723663816,1.53360080209,1.44483633543,-1.92921008601,-1.58504994839,1.72436845475,1.16685191507,0.0257305183772,-0.00148334336174,0.00454867984925,-0.064608154131,-0.00870593442286,-0.000676757387616,0.0972047058339,2.12182211876,-28.3685684204,25.9953765869,-0.865426778793,0.0879562646151,1.96966505051,0.195149883628,0.555233212242,-0.219730555059,0.178617752379,-0.921779807872,0.387538468916,-0.00989924976408,0.00615838975349
-1.5514521463,1.53293930996,1.44572450117,-1.9433764128,-1.58666474573,1.72439853682,1.18703464322,0.0789472284541,-0.0092947652141,0.00831557816339,-0.183047065677,-0.0188751788369,0.000432520188217,0.2646040816,1.30456137657,-27.8686904907,25.7295684814,-0.754342794418,0.0705612450838,1.95959424973,0.235433086753,0.555176421596,-0.207351694307,0.179237327892,-0.921803207513,0.387466621256,-0.0103424363944,0.00644189727355
-1.54539787366,1.53257798886,1.44638368933,-1.95700691787,-1.58831885825,1.72440824075,1.206615642,0.0942165315065,-0.00830162654359,0.00422306473484,-0.207623931028,-0.024078427442,-0.000522705650956,0.298736725632,-0.774296104908,-28.1384658813,25.7295684814,0.725454568863,0.0357712060213,1.94952344894,0.265645503998,0.555029145162,-0.197434050816,0.179580261604,-0.921849117147,0.38734674088,-0.0106007136995,0.00665825910808
-1.53612126112,1.53191940891,1.4468242109,-1.97524740984,-1.59078248442,1.72440945448,1.23450632426,0.0907117259618,-0.000207509966382,0.000560562694567,-0.160172444733,-0.0211788264965,-0.00015084156784,0.242662488607,0.189754188061,-27.4878311157,25.6541900635,0.419973611832,0.0705612450838,1.81860303879,0.357198238373,0.554798327655,-0.184605319856,0.179684135641,-0.921767256587,0.387535755378,-0.0107119902725,0.00681294733482
-1.52607961011,1.53164976376,1.44680845634,-1.99057083478,-1.59300474927,1.72428352563,1.25987623492,0.114782079648,-0.00243070715433,0.000322894265459,-0.154916389528,-0.0266412329517,-0.00273509405054,0.270695059078,1.08239340782,-27.2577285767,25.6541900635,-0.262399435043,0.0623214989901,1.67669630051,0.347127437592,0.554618811189,-0.17126647976,0.17969636071,-0.921782070539,0.387499583602,-0.0107546434102,0.0067988812039
-1.51307010511,1.53136509277,1.44679742124,-2.00788961887,-1.5957185788,1.72393420292,1.29037709345,0.136721940547,-0.00189501078663,0.000934030729539,-0.169221374456,-0.0295162973349,-0.00183708233395,0.306150829522,-0.0681193470955,-27.1426773071,25.5788116455,0.419973611832,0.0797165185213,1.58605909348,0.286702632904,0.554259026376,-0.155853249242,0.179641539814,-0.921833681974,0.387376864469,-0.0107245921201,0.00684184017965
-1.49901547024,1.53112717351,1.4467925694,-2.02362979026,-1.59828597082,1.72347666361,1.32064271752,0.13637918913,-0.00110103351784,-0.00102217719551,-0.139592489881,-0.0214880701363,-0.00281881951333,0.290740499398,0.673762977123,-26.6864395142,25.6184844971,-0.337777853012,0.0879562646151,1.56500196457,0.265645503998,0.55393409916,-0.1412796582,0.179595035678,-0.921769532102,0.387529769865,-0.0107124644672,0.00684472519224
-1.48391475357,1.53108145986,1.44680768425,-2.03763947328,-1.60066864106,1.72294763857,1.34961529103,0.156853982663,0.00107205618271,0.000165990688536,-0.130595003404,-0.0222667794768,-0.00579949970445,0.279807249691,-0.254581749439,-26.4920425415,25.388381958,0.118459939957,0.0879562646151,1.46429395676,0.286702632904,0.553628222794,-0.126376795119,0.179532193154,-0.921817118111,0.387417791392,-0.0106670009552,0.00684622243732
-1.46736505832,1.53105795157,1.44683411837,-2.05044019752,-1.60300285031,1.72227416213,1.37949557125,0.169706894277,0.000410765329226,0.00190043624495,-0.119394487023,-0.0227592018657,-0.0109946629342,0.290001799041,0.451595008373,-26.1111831665,25.2376251221,-0.262399435043,0.0797165185213,1.51464796066,0.316915035248,0.553311732799,-0.111779149984,0.179478223836,-0.921791450371,0.387480691842,-0.0106360562096,0.00679041827716
-1.44950682609,1.53109599737,1.44685870144,-2.06191738743,-1.60518476837,1.72152272242,1.40874506671,0.181621465969,0.00115426763309,-8.9286777995e-05,-0.100034000305,-0.0211006973069,-0.0138699604511,0.279849453023,0.0429646372795,-25.8414077759,25.388381958,0.154165506363,0.0879562646151,1.42401075363,0.326985836029,0.553027145166,-0.0970221106324,0.179431244704,-0.921779466907,0.387510546892,-0.0106257034788,0.00672940281848
